time_stamp translation_x translation_y translation_z rotation_x rotation_y rotation_z rotation_w
6.620247841 67.88502964 -20.33597503 0.1406097412 0.02341577485 0.0001044924731 -0.137300675 0.9902526017 65
6.730547905 69.0661313 -20.68454312 0.1445617676 0.02243946385 7.663155587e-05 -0.1363483128 0.9904067862 66
6.830286026 70.14161709 -20.99958589 0.1504364014 0.02151283464 -0.0004359875502 -0.1354010513 0.9905571983 67
6.930271864 71.2187664 -21.3104357 0.1500320434 0.02136401044 -0.000823452413 -0.1346543593 0.9906619527 68
7.040284872 72.39877719 -21.64593598 0.1519241333 0.02124230923 -0.0002099260405 -0.1338356117 0.990775832 69
7.140283823 73.47478148 -21.93974269 0.1586074829 0.02111042826 0.0008929383013 -0.1331179139 0.9908749535 70
7.240525961 74.55131014 -22.23545907 0.1599807739 0.02118807405 0.001412870189 -0.1323780492 0.9909718066 71
7.350363016 75.7379205 -22.55613583 0.155670166 0.02096968202 0.001588760466 -0.131515564 0.9910910174 72
7.450309038 76.81917129 -22.85219426 0.1497802734 0.02107206678 0.001446028286 -0.1308691935 0.9911746219 73
7.560276032 78.01170114 -23.17143141 0.1384506225 0.02112995714 0.00203228633 -0.1299978488 0.991287019 74
7.660323858 79.09680367 -23.46780561 0.133102417 0.02172262886 0.003094750593 -0.1292347287 0.9913712397 75
7.760344982 80.18134807 -23.76842317 0.1287307739 0.02279847374 0.00371168846 -0.1283559774 0.9914591247 76
7.870285034 81.37319495 -24.10366639 0.1238174438 0.02347671901 0.00386853426 -0.1273106628 0.9915774671 77
7.970319033 82.46007341 -24.40601771 0.1165237427 0.02378349583 0.003434634818 -0.1263787277 0.9916909628 78
8.070340872 83.54896729 -24.71127966 0.1071777344 0.02333744879 0.002743484387 -0.1255000065 0.9918152979 79
8.180328846 84.7518808 -25.0479575 0.09651947021 0.02324878486 0.002431912357 -0.1245699614 0.9919354336 80
8.280315876 85.84742561 -25.35685321 0.09154510498 0.02277940072 0.00276723404 -0.1239374326 0.9920246742 81
8.380316973 86.94391702 -25.66113239 0.08570861816 0.02229973343 0.002549350371 -0.1236227192 0.9920754235 82
8.490298987 88.14943189 -25.99598877 0.07963562011 0.02269417056 0.00231145705 -0.1235011593 0.992082202 83
8.590298891 89.23957124 -26.29162645 0.06201171875 0.02357974659 0.002664815428 -0.1234194833 0.9920708268 84
8.690337896 90.32821521 -26.58784787 0.04670715332 0.0249644309 0.002827353951 -0.1235181486 0.9920242186 85
8.800361872 91.52207788 -26.91503353 0.02868652343 0.02614051893 0.002817989049 -0.123715799 0.9919693207 86
8.900352001 92.60688608 -27.21324475 0.01545715332 0.02731219492 0.002657873065 -0.1243628673 0.9918572765 87
9.000344992 93.68866776 -27.51126692 0.00190734863 0.02807623013 0.002972648841 -0.1252762283 0.9917200993 88
9.110369921 94.87652731 -27.83916041 -0.01079559327 0.02791607781 0.002384007232 -0.1264662296 0.991575162 89
9.210351944 95.95198701 -28.13958983 -0.0242767334 0.02870578442 0.00143885288 -0.1277248889 0.9913930908 90
9.320400953 97.13211754 -28.47258324 -0.03240966797 0.02884314684 0.0004127038584 -0.1289515373 0.9912312564 91
9.420336962 98.20253441 -28.77718741 -0.03775024414 0.0282795323 -0.001170830808 -0.1302487276 0.9910772756 92
9.520372868 99.27289128 -29.08601925 -0.0375366211 0.02837073606 -0.001677921596 -0.1314443724 0.9909160726 93
9.630401850 100.4472356 -29.42761956 -0.03218078614 0.02833626228 -0.0003287168121 -0.1326445936 0.9907584771 94
9.730536938 101.5120686 -29.73842704 -0.02890014649 0.02786111673 0.001054035577 -0.1336364201 0.9906381551 95
9.830394983 102.5765833 -30.05076435 -0.02896118164 0.02823833856 0.001117694324 -0.1343496436 0.9905309285 96
9.940414906 103.7499543 -30.38421384 -0.0350265503 0.02851895706 0.0007732166914 -0.1347555688 0.9904680752 97
10.040405035 104.8164247 -30.68749845 -0.03862762452 0.02913926432 0.0002605541286 -0.1347283257 0.9904539937 98
10.140393973 105.8885546 -30.98028177 -0.0347366333 0.0289744977 0.0004438281264 -0.1343882412 0.9905049632 99
10.250567913 107.0677168 -31.3106264 -0.03141021729 0.02892717321 0.0006585604986 -0.1340122735 0.9905571642 100
10.350442886 108.1463283 -31.60347994 -0.02354431153 0.02784731141 0.000838646507 -0.1336445821 0.990637648 101
10.450389862 109.223215 -31.90068859 -0.0213546753 0.02742887659 0.0007791381943 -0.1334384783 0.9906771534 102
10.560415983 110.409787 -32.22499657 -0.01760101319 0.02559027373 0.0009347639328 -0.1330702606 0.9907757415 103
10.660423994 111.4848019 -32.52297985 -0.01696014405 0.02475981046 0.0009115689098 -0.1327649091 0.9908378272 104
10.760430813 112.5599988 -32.82414828 -0.01206207276 0.023901638 0.00114116125 -0.1324667396 0.9908985681 105
10.870443821 113.7418893 -33.15133135 0.00974273681 0.0226283118 0.001645786667 -0.1322025447 0.9909630357 106
10.970402956 114.8064572 -33.4427776 0.02474212646 0.02148765437 0.002081473207 -0.1321075312 0.9910002767 107
11.070467949 115.8679907 -33.73036031 0.0405960083 0.02067801584 0.001943358387 -0.1320981432 0.9910190329 108
11.180451870 117.0327193 -34.05159555 0.04815673828 0.01890576135 0.001786019919 -0.1321243235 0.9910512325 109
11.280563831 118.0915909 -34.34064151 0.06265258789 0.01793137771 0.001430886816 -0.132078315 0.99107605 110
11.380568028 119.1479583 -34.62626807 0.07199096679 0.01761889818 0.0009700047796 -0.1320810266 0.9910818513 111
11.490491867 120.306782 -34.93321249 0.08519744873 0.01705553012 0.00160240433 -0.1320882685 0.9910899205 112
11.590427876 121.3560737 -35.216744 0.0934677124 0.01672608922 0.002372468108 -0.1320442549 0.9910998558 113
11.690519810 122.4015679 -35.50088909 0.1001586914 0.01635991166 0.002964941061 -0.1322079349 0.9910825517 114
11.800498963 123.5380306 -35.78863031 0.1009521484 0.01521653795 0.002483272178 -0.1324442062 0.9910705437 115
11.900486946 124.5693663 -36.05834545 0.09929656982 0.01436694031 0.002281994419 -0.1326565734 0.9910553047 116
12.010479927 125.6989006 -36.35283422 0.09994506836 0.01417769058 0.002716519505 -0.1329422855 0.9910186488 117
12.110484839 126.7176133 -36.62655436 0.08757019043 0.01412515362 0.00342060769 -0.1332123767 0.9909809494 118
12.210696936 127.7358286 -36.88647574 0.08465576172 0.01483354225 0.004425356809 -0.133453686 0.9909341532 119
12.320567846 128.8553674 -37.18983747 0.0834274292 0.01641817116 0.005434208099 -0.133572588 0.9908881253 120
12.420482874 129.8789592 -37.43938938 0.08876800537 0.01687417005 0.005127646395 -0.1336910551 0.9908661218 121
12.520498991 130.8946267 -37.70100956 0.08626556396 0.0175079585 0.004075699051 -0.1337041616 0.9908582428 122
12.630584002 132.0092271 -37.98549593 0.08591461181 0.01832363996 0.003692074427 -0.1338235151 0.9908288851 123
12.730684042 133.0191035 -38.25156861 0.08682250976 0.01935208594 0.005057799612 -0.134099807 0.9907659447 124
12.830538035 134.0231719 -38.52114314 0.08194732666 0.01890130081 0.0062404599 -0.1342133301 0.9907525319 125
12.940522909 135.1260139 -38.81736269 0.07772064209 0.02024141596 0.005391218995 -0.1340972742 0.9907467592 126
13.040511847 136.130472 -39.09350344 0.08231353759 0.02052422739 0.005071409938 -0.1339199344 0.9907666163 127
13.140516997 137.1344405 -39.36478901 0.09043884277 0.02072837809 0.005359486904 -0.1340316333 0.9907457451 128
13.250649929 138.2260517 -39.66602887 0.09138488769 0.0212456243 0.006043989452 -0.1341778626 0.9907110552 129
13.350565910 139.2233403 -39.93923834 0.1002807617 0.0212210715 0.006797119492 -0.1343287548 0.9906862525 130
13.450548887 140.2121275 -40.2107032 0.1030960083 0.02176300995 0.006793028827 -0.1345120881 0.9906496476 131
13.560556889 141.2887371 -40.50496066 0.1016082764 0.02299859172 0.006093467968 -0.1347400311 0.9905953051 132
13.660542965 142.2526553 -40.77926368 0.09125518798 0.02424472796 0.004553023189 -0.1350085817 0.9905373017 133
13.760586023 143.2101327 -41.05652642 0.07671356201 0.02483527165 0.002680447365 -0.1352463452 0.9904970725 134
13.870575905 144.25829 -41.36398757 0.06258392334 0.02633462916 0.000746221642 -0.1355200656 0.9904242739 135
13.970546961 145.20843 -41.64317643 0.05611419677 0.02627178752 -0.0002937499256 -0.1356553603 0.9904076586 136
14.080540896 146.2499775 -41.94567518 0.05421447754 0.02615981309 -0.0005044834089 -0.1361665366 0.9903403879 137
14.180598021 147.1917259 -42.21497936 0.05461120605 0.0254210691 0.0005882031545 -0.1364792458 0.9903165346 138
14.280589819 148.1315865 -42.48555234 0.05393218994 0.02491595952 0.002285256714 -0.1371383957 0.9902358472 139
14.390589953 149.1554665 -42.77925543 0.04927062988 0.02313557606 0.002952743373 -0.1378660882 0.9901762309 140
14.490617991 150.080261 -43.04655161 0.04113006591 0.02223893725 0.002583124253 -0.1388296505 0.9900631724 141
14.590569973 150.9945613 -43.31207947 0.03318786621 0.02131699004 0.001595732133 -0.1397112567 0.9899615166 142
14.700690031 151.9891914 -43.6030925 0.02798461914 0.02081030958 0.0008783765278 -0.1408211799 0.9898159196 143
14.800611973 152.8802308 -43.8658022 0.02603149414 0.0203798357 0.0006294069677 -0.1417357111 0.9896945258 144
14.900604010 153.7595833 -44.12660544 0.02693939209 0.02029309921 0.001200963622 -0.1426357435 0.9895664669 145
15.010610819 154.7119486 -44.41264227 0.02924346923 0.02095609716 0.002409504167 -0.1436053374 0.9894101997 146
15.110560894 155.5641461 -44.67050578 0.03037261963 0.02176394901 0.003668934375 -0.1445177639 0.9892560262 147
15.210701943 156.4038019 -44.92515374 0.02933502197 0.02218128961 0.004779526773 -0.1455170509 0.9890955133 148
15.320619822 157.3108034 -45.20377492 0.02561187744 0.0224870656 0.004828973201 -0.1465557538 0.9889349948 149
15.420601845 158.1222685 -45.45189446 0.01096343994 0.02246842877 0.004358139223 -0.1475135398 0.9887951921 150
15.530611992 158.9994788 -45.72157573 -0.00184631348 0.02242295187 0.003599706963 -0.1483911387 0.988667954 151
15.630662918 159.7818782 -45.96344104 -0.01335906983 0.02237749266 0.003041852688 -0.1491127266 0.9885622842 152
15.730860949 160.5502387 -46.20194919 -0.02101135254 0.02181762651 0.00291887552 -0.149839278 0.9884653065 153
15.840636015 161.3775633 -46.46044669 -0.02639007569 0.0215841938 0.003013895533 -0.1506218654 0.9883511991 154
15.940639019 162.1130432 -46.69311093 -0.02900695801 0.02229674867 0.003524941344 -0.1511774697 0.9882488565 155
16.040644884 162.8326413 -46.92243761 -0.03174591065 0.02327825593 0.00402781435 -0.1515387016 0.9881689741 156
16.150653839 163.6046302 -47.16785115 -0.03695678711 0.02324779537 0.004002595146 -0.1520925615 0.9880846988 157
16.250787020 164.288968 -47.3845249 -0.04279327393 0.02300239116 0.003247756026 -0.15259117 0.9880163343 158
16.350625992 164.9534828 -47.59764702 -0.04853057862 0.02304161344 0.002201673876 -0.1529495535 0.9879628894 159
16.460608006 165.6648371 -47.82700895 -0.05375671387 0.0239034619 0.001563771624 -0.1534974386 0.9878586516 160
16.560688019 166.2908868 -48.02856305 -0.05619049073 0.023840523 0.001849912567 -0.1540271415 0.9877772254 161
16.660661936 166.900241 -48.22400911 -0.05696105957 0.02347370154 0.002518565283 -0.1546969948 0.9876798479 162
16.770717859 167.5501572 -48.434583 -0.05676269532 0.02343556812 0.003052709187 -0.1554938908 0.9875541023 163
16.870692969 168.1227128 -48.62145974 -0.0580368042 0.02359905592 0.003142405195 -0.1563163004 0.9874200849 164
16.970731020 168.6803978 -48.80368848 -0.06114196778 0.02322587631 0.00262055729 -0.1573744821 0.9872623581 165
17.080691815 169.2757028 -48.99926141 -0.06546783448 0.02295080539 0.001554764338 -0.1589409847 0.9870200639 166
17.180655956 169.799016 -49.16974937 -0.06842041016 0.02359235213 0.0007602334241 -0.1602955751 0.9867867812 167
17.290760994 170.3618318 -49.35885457 -0.06941223145 0.02411084961 0.0007249500355 -0.1619298267 0.9865074113 168
17.390663862 170.8627719 -49.53326973 -0.06909179688 0.02427967034 0.001080713375 -0.1634311988 0.9862553285 169
17.490689993 171.3554472 -49.70938338 -0.05299377442 0.0235745379 0.001327207444 -0.1649343399 0.9860218776 170
17.600713015 171.8664934 -49.88231532 -0.05331420899 0.023358532 0.001754891284 -0.1665120936 0.9857611384 171
17.700933933 172.3042803 -50.04521979 -0.05471038819 0.02361336851 0.002338763159 -0.1678249243 0.9855311937 172
17.800770998 172.7247793 -50.2134051 -0.05347442627 0.02366280717 0.002405463056 -0.1691565789 0.9853021552 173
17.910782814 173.172069 -50.40914206 -0.04589080811 0.02466977244 0.002290034976 -0.1706579293 0.9850187964 174
18.010722876 173.5817651 -50.57304082 -0.03002166748 0.02506293928 0.003002722087 -0.1715687908 0.9848487106 175
18.110761881 173.978169 -50.72962428 -0.01555633545 0.02398881679 0.002959728575 -0.1722321303 0.9847598032 176
18.220964909 174.3973425 -50.89634506 0.00046539306 0.02270273934 0.002442176999 -0.1728002247 0.9846921873 177
18.310825825 174.7272672 -51.02782208 0.01103973388 0.02218674011 0.002301307536 -0.172702339 0.9847214604 178
18.420805931 175.0747448 -51.16301439 0.01624450683 0.02158236101 0.002615630538 -0.1711691745 0.9850017634 179
18.530784845 175.4222223 -51.2982067 0.02144927978 0.02097705013 0.002928077619 -0.1696352633 0.9852792838 180
18.640764952 175.7696998 -51.43339901 0.02665405273 0.02037081212 0.003238646362 -0.1681006111 0.9855540197 181
18.750744820 176.1171773 -51.56859131 0.03185882568 0.01976365163 0.003547334357 -0.1665652233 0.9858259689 182
18.860723972 176.4646548 -51.70378361 0.03706359863 0.01915557335 0.00385413921 -0.1650291056 0.9860951292 183
18.940750837 176.6741229 -51.78228093 0.04351043701 0.01826192104 0.004702620883 -0.1627787895 0.9864823634 184
19.050767899 176.9458754 -51.88263607 0.04696655273 0.01765958829 0.005013594676 -0.1591694225 0.9870805933 185
19.150779963 177.1754494 -51.96556854 0.0460357666 0.01696168312 0.005140144466 -0.1553050311 0.9877075617 186
19.250949860 177.3895585 -52.04136504 0.04637908935 0.01653419582 0.005161397283 -0.1510706023 0.9883712124 187
19.360803843 177.6066624 -52.11668043 0.04719543457 0.01570015219 0.005081447083 -0.1460146177 0.98914479 188
19.460727930 177.7896347 -52.17760691 0.04563140869 0.0150259146 0.005095741616 -0.1413087849 0.9898384124 189
19.560781002 177.9576001 -52.23310405 0.04516601562 0.01439960258 0.00513931061 -0.136727823 0.9904906569 190
19.670760870 178.1275272 -52.28666414 0.04321289062 0.0137493261 0.005293503628 -0.1317891983 0.9911682713 191
19.770833969 178.2653865 -52.32943558 0.04476165771 0.01298732597 0.005572466382 -0.127291645 0.9917646465 192
19.870810032 178.3979709 -52.36929604 0.04383087158 0.01234571006 0.005031822679 -0.1221582031 0.9924210989 193
19.980788946 178.5413094 -52.41087938 0.04186248779 0.01137692216 0.004021618503 -0.1161377365 0.9931598151 194
20.080804825 178.672066 -52.44714169 0.0396118164 0.01104783905 0.003548524156 -0.1104145291 0.9938178832 195
20.180826903 178.8028336 -52.48318949 0.03800964355 0.01086342699 0.003817519415 -0.1040057535 0.994510038 196
20.290920019 178.9477349 -52.52023115 0.03977203369 0.01066411024 0.004401610041 -0.09699179747 0.9952183146 197
20.390830040 179.0788842 -52.55075144 0.04032135009 0.01015667245 0.004773026772 -0.09060910175 0.9958233031 198
20.490837813 179.2061018 -52.57935014 0.04100036621 0.009750849423 0.005074001488 -0.08378897809 0.9964228935 199
20.600853920 179.354496 -52.61019147 0.05187988281 0.009452455198 0.005369362591 -0.07610493025 0.9970405511 200
20.701015949 179.4892359 -52.64688181 0.07173156738 0.009462229917 0.005198105826 -0.06884183927 0.9975691691 201
20.800897837 179.6312093 -52.66582832 0.08471679687 0.009365539045 0.004617928219 -0.06078348553 0.9980963527 202
20.910840988 179.7960164 -52.7010291 0.1016235351 0.009512388215 0.003475460834 -0.05090009396 0.9986524 203
21.010859013 179.953257 -52.71500435 0.1056289673 0.009593328195 0.002316649597 -0.04100753697 0.9991100956 204
21.110865832 180.1198953 -52.72576083 0.1006317139 0.009734846626 0.001676386891 -0.02993794343 0.9995029475 205
21.220978975 180.3249652 -52.72647705 0.09767913818 0.009880296509 0.001559732739 -0.01645223938 0.9998146182 206
21.320920944 180.5406265 -52.73593822 0.1042633057 0.009881067329 0.001651289305 -0.002863777106 0.9999457168 207
21.420882940 180.7659303 -52.72161644 0.1030502319 0.009545909684 0.001668224695 0.01204995021 0.9998804385 208
21.530903816 181.0353942 -52.71106534 0.1069641113 0.009498072461 0.002011583153 0.02980583792 0.9995085553 209
21.630941868 181.2902256 -52.67557647 0.1067962646 0.009849990376 0.002338418584 0.04687642861 0.998849393 210
21.731003046 181.5605481 -52.63615104 0.1055603027 0.01057980714 0.002747927231 0.06483918906 0.9978358563 211
21.840883017 181.8688254 -52.5708423 0.1056213379 0.011331774 0.002993529421 0.08571572147 0.9962506937 212
21.940925837 182.1593666 -52.50380088 0.1036605835 0.01156102324 0.003004118268 0.1056223394 0.9943345712 213
22.040905953 182.4586607 -52.42364315 0.09963226318 0.01150453213 0.003368197599 0.126213142 0.9919307152 214
22.150928021 182.7933031 -52.31272802 0.08755493164 0.01124257802 0.003898070206 0.1495612681 0.9886808568 215
22.251060009 183.1094453 -52.20107005 0.07684326172 0.01095249665 0.004227869673 0.1712081708 0.9851649254 216
22.350960970 183.4397218 -52.07241254 0.07112121582 0.01022451221 0.004543738684 0.1929730404 0.9811402649 217
22.460935831 183.8112335 -51.91223331 0.06536102295 0.009192590399 0.004637707114 0.2167226719 0.9761789137 218
22.560925961 184.1535678 -51.73466112 0.0595626831 0.008634622564 0.004249422115 0.2379564675 0.9712281428 219
22.660943031 184.5005064 -51.53822824 0.05939483642 0.008741217498 0.004432169191 0.2584703609 0.9659694713 220
22.770956993 184.8928025 -51.30482494 0.06727600097 0.009372588936 0.005582900805 0.2800843007 0.9599134181 221
22.870947838 185.2551384 -51.07341256 0.07129669189 0.01008041611 0.007288228216 0.2990986565 0.9541411115 222
22.970947981 185.6237486 -50.82105827 0.07614898681 0.0104754401 0.008746961913 0.3175857448 0.9481313466 223
23.080940962 186.0320685 -50.51398337 0.08396148681 0.01057957604 0.009924351022 0.3378151716 0.9411006799 224
23.180953026 186.4089484 -50.20848383 0.1034545898 0.01200996892 0.0115034203 0.3566838245 0.9340771281 225
23.281011820 186.7930281 -49.88672831 0.1379623413 0.01230503868 0.0136429465 0.3759151413 0.9264719438 226
23.390959978 187.2060678 -49.50518897 0.1609268188 0.01332377248 0.01577858012 0.3968852596 0.9176358778 227
23.490960837 187.5752316 -49.12396441 0.1795349121 0.01381431292 0.01616662672 0.4153899745 0.9093948395 228
23.591004849 187.9320813 -48.71693941 0.1848144531 0.01300135471 0.01470408356 0.433061664 0.90115057 229
23.701135874 188.3189555 -48.23587165 0.1930770874 0.01321908979 0.01362273855 0.4509611653 0.8923416969 230
23.801020861 188.6639897 -47.76399387 0.1987304688 0.01466477289 0.0128271251 0.4653589023 0.8849076231 231
23.911017895 189.0300975 -47.21164052 0.1937866211 0.0164463166 0.01109839304 0.4796914585 0.8772128869 232
24.011169911 189.3523385 -46.67819191 0.1922073364 0.01692870727 0.009876478326 0.4917917158 0.8704922644 233
24.111002922 189.668042 -46.12744902 0.1998748779 0.01565674834 0.008925718481 0.5030649994 0.8640606484 234
24.221128941 190.0090009 -45.49308545 0.2132644653 0.01593183919 0.008411723772 0.5154743416 0.8567156019 235
24.321038962 190.3156579 -44.89912834 0.2245941162 0.01560924655 0.008798218416 0.5267894641 0.8498069212 236
24.421002865 190.61711 -44.2893322 0.2471618652 0.01521771145 0.009586035297 0.5374858118 0.8430809755 237
24.531023979 190.9336437 -43.60545568 0.2596817017 0.01332972277 0.009367201315 0.547963356 0.8363436701 238
24.631055832 191.2103798 -42.9645444 0.2731704712 0.01128845256 0.00911006672 0.5562642836 0.8308788265 239
24.731125832 191.478027 -42.3098292 0.281211853 0.009802595723 0.008743402822 0.5634932131 0.8260162594 240
24.841007948 191.7673658 -41.57105463 0.2927093506 0.009168874239 0.008186293656 0.5701828936 0.8214258239 241
24.941033840 192.0235855 -40.88536618 0.3010787964 0.008970993677 0.007831843868 0.5751140371 0.8179865694 242
25.051020861 192.299052 -40.11349483 0.3086853027 0.008856396941 0.007300833241 0.5791514756 0.8151391479 243
