time_stamp longitude longitude altitude
16.870692969 49.00891098 8.4394369 114.3984833 164
16.970731020 49.00890935 8.439444537 114.3953781 165
17.080691815 49.00890759 8.43945269 114.3910522 166
17.180655956 49.00890606 8.439459857 114.3880997 167
17.290760994 49.00890436 8.439467565 114.3871078 168
17.390663862 49.00890279 8.439474425 114.3874283 169
17.490689993 49.00890121 8.439481173 114.4035263 170
17.600713015 49.00889966 8.439488172 114.4032059 171
17.700933933 49.00889819 8.439494167 114.4018097 172
17.800770998 49.00889668 8.439499926 114.4030457 173
17.910782814 49.00889493 8.439506052 114.4106293 174
18.010722876 49.00889345 8.439511662 114.4264984 175
18.110761881 49.00889205 8.439517091 114.4409637 176
18.220964909 49.00889055 8.439522832 114.4569855 177
18.310825825 49.00888937 8.43952735 114.4675598 178
18.420805931 49.00888815 8.439532109 114.4727646 179
18.530784845 49.00888694 8.439536868 114.4779694 180
18.640764952 49.00888572 8.439541627 114.4831741 181
18.750744820 49.00888451 8.439546385 114.4883789 182
18.860723972 49.0088833 8.439551144 114.4935837 183
18.940750837 49.00888259 8.439554013 114.5000305 184
19.050767899 49.00888169 8.439557734 114.5034866 185
19.150779963 49.00888094 8.439560879 114.5025558 186
19.250949860 49.00888026 8.439563811 114.5028992 187
19.360803843 49.00887959 8.439566784 114.5037155 188
19.460727930 49.00887904 8.43956929 114.5021515 189
19.560781002 49.00887854 8.43957159 114.5016861 190
19.670760870 49.00887806 8.439573917 114.499733 191
19.770833969 49.00887768 8.439575805 114.5012817 192
19.870810032 49.00887732 8.439577621 114.500351 193
19.980788946 49.00887694 8.439579584 114.4983826 194
20.080804825 49.00887662 8.439581375 114.4961319 195
20.180826903 49.00887629 8.439583166 114.4945297 196
20.290920019 49.00887596 8.43958515 114.4962921 197
20.390830040 49.00887569 8.439586946 114.4968414 198
20.490837813 49.00887543 8.439588689 114.4975204 199
20.600853920 49.00887515 8.439590721 114.5084 200
20.701015949 49.00887482 8.439592566 114.5282516 201
20.800897837 49.00887465 8.439594511 114.5412369 202
20.910840988 49.00887434 8.439596768 114.5581436 203
21.010859013 49.00887421 8.439598921 114.562149 204
21.110865832 49.00887411 8.439601203 114.5571518 205
21.220978975 49.00887411 8.439604012 114.5541992 206
21.320920944 49.00887402 8.439606965 114.5607834 207
21.420882940 49.00887415 8.439610051 114.5595703 208
21.530903816 49.00887425 8.439613741 114.5634842 209
21.630941868 49.00887457 8.439617231 114.5633163 210
21.731003046 49.00887492 8.439620933 114.5620804 211
21.840883017 49.00887551 8.439625155 114.5621414 212
21.940925837 49.00887611 8.439629134 114.5601807 213
22.040905953 49.00887683 8.439633233 114.5561523 214
22.150928021 49.00887783 8.439637816 114.544075 215
22.251060009 49.00887883 8.439642146 114.5333633 216
22.350960970 49.00887998 8.439646669 114.5276413 217
22.460935831 49.00888142 8.439651757 114.5218811 218
22.560925961 49.00888302 8.439656445 114.5160828 219
22.660943031 49.00888478 8.439661196 114.5159149 220
22.770956993 49.00888688 8.439666569 114.5237961 221
22.870947838 49.00888896 8.439671531 114.5278168 222
22.970947981 49.00889123 8.439676579 114.5326691 223
23.080940962 49.00889398 8.439682171 114.5404816 224
23.180953026 49.00889673 8.439687333 114.5599747 225
23.281011820 49.00889962 8.439692593 114.5944824 226
23.390959978 49.00890305 8.43969825 114.6174469 227
23.490960837 49.00890647 8.439703305 114.636055 228
23.591004849 49.00891013 8.439708192 114.6413345 229
23.701135874 49.00891445 8.439713491 114.6495972 230
23.801020861 49.00891869 8.439718216 114.6552505 231
23.911017895 49.00892365 8.43972323 114.6503067 232
24.011169911 49.00892844 8.439727643 114.6487274 233
24.111002922 49.00893339 8.439731967 114.656395 234
24.221128941 49.00893909 8.439736636 114.6697845 235
24.321038962 49.00894442 8.439740836 114.6811142 236
24.421002865 49.0089499 8.439744964 114.7036819 237
24.531023979 49.00895604 8.439749299 114.7162018 238
24.631055832 49.0089618 8.439753089 114.7296906 239
24.731125832 49.00896768 8.439756755 114.7377319 240
24.841007948 49.00897432 8.439760717 114.7492294 241
24.941033840 49.00898048 8.439764226 114.7575989 242
25.051020861 49.00898741 8.439767999 114.7652054 243
25.151049853 49.00899387 8.439771337 114.7677689 244
25.251264811 49.00900042 8.439774676 114.7718582 245
25.361081839 49.00900767 8.439778389 114.7795029 246
25.461041927 49.00901429 8.439781751 114.7843933 247
25.561059952 49.00902096 8.439785111 114.7914505 248
25.671037913 49.00902837 8.439788774 114.7926331 249
25.771059036 49.00903519 8.439792069 114.7950745 250
25.871034861 49.00904217 8.439795344 114.7975464 251
25.981060982 49.00904998 8.439798934 114.8086472 252
26.081037998 49.00905717 8.439802205 114.8183823 253
26.191114903 49.00906516 8.439805784 114.8368073 254
26.291168928 49.00907245 8.439809178 114.8558197 255
26.391113043 49.00907974 8.439812603 114.8723831 256
26.501255989 49.00908777 8.439816418 114.8926544 257
26.601094008 49.00909516 8.439819885 114.9069519 258
26.701265812 49.00910254 8.439823438 114.9180145 259
26.811323881 49.00911068 8.439827464 114.9156876 260
26.911145926 49.0091182 8.43983113 114.9198151 261
27.011117935 49.00912575 8.439834853 114.9225693 262
27.121094942 49.00913408 8.439839027 114.9279022 263
27.221159935 49.00914174 8.439842891 114.9345703 264
27.331110954 49.00915014 8.439847232 114.9363708 265
27.431125879 49.00915782 8.439851193 114.9357758 266
27.531143904 49.00916557 8.439855198 114.936142 267
27.631234884 49.00917344 8.439859227 114.9403152 268
27.741250038 49.00918216 8.439863724 114.9458466 269
27.841135025 49.00919012 8.4398679 114.9513702 270
27.951148987 49.00919893 8.439872509 114.9519272 271
28.051162958 49.00920694 8.439876778 114.9560852 272
28.151168823 49.00921503 8.439881061 114.9597397 273
28.261273861 49.00922396 8.439885845 114.9646683 274
28.361162901 49.00923215 8.439890213 114.9659882 275
28.461189032 49.00924036 8.43989465 114.9653625 276
28.571182013 49.00924936 8.439899635 114.9615631 277
28.671188831 49.00925757 8.439904184 114.9553528 278
28.771222830 49.00926583 8.43990883 114.9455795 279
28.881183863 49.00927494 8.439913945 114.9369736 280
28.981202841 49.00928323 8.439918617 114.9298248 281
29.081210852 49.00929151 8.439923307 114.9266052 282
29.191229820 49.0093006 8.439928572 114.9305115 283
29.291251898 49.00930889 8.439933421 114.9435959 284
29.401237965 49.00931808 8.439938813 114.9597244 285
29.501271010 49.00932637 8.439943735 114.9620438 286
29.601274967 49.0093346 8.439948646 114.9555435 287
29.711318016 49.00934364 8.439954058 114.947403 288
29.811264038 49.00935187 8.439958997 114.9433136 289
29.911275864 49.00936012 8.439964016 114.9428787 290
30.021373987 49.00936919 8.439969571 114.9403839 291
30.121217013 49.00937749 8.439974661 114.9413528 292
30.221424818 49.00938579 8.439979781 114.9473114 293
30.331272841 49.00939493 8.439985439 114.9619751 294
30.431273937 49.00940326 8.439990626 114.9730606 295
30.541268826 49.00941253 8.439996482 115.0050964 296
30.641283989 49.00942079 8.440001801 114.9993286 297
30.741423845 49.00942914 8.440007217 115.0108795 298
30.851289034 49.00943838 8.440013214 115.0091095 299
30.951279879 49.00944684 8.440018699 115.008049 300
31.051285982 49.0094553 8.440024233 114.9989548 301
31.161303997 49.0094646 8.440030359 114.9899368 302
31.261390925 49.0094731 8.440035956 114.9778519 303
31.361325979 49.00948155 8.440041557 114.9817276 304
31.471323967 49.00949084 8.440047768 114.985939 305
31.571322918 49.00949927 8.440053471 114.9918518 306
31.671303034 49.00950766 8.440059209 115.0080414 307
31.781360865 49.00951688 8.440065463 115.0248566 308
31.881325960 49.00952524 8.440071174 115.0373535 309
31.981303930 49.00953358 8.440076894 115.0467606 310
32.091341019 49.00954268 8.440083252 115.0511322 311
32.191380978 49.00955094 8.440089047 115.0535355 312
32.301502943 49.00955999 8.4400954 115.0470963 313
32.401454926 49.00956819 8.440101179 115.0311813 314
32.501368046 49.00957634 8.440106958 115.0212936 315
32.611342907 49.00958528 8.440113317 115.0148392 316
32.711432934 49.00959335 8.440119115 115.0111694 317
32.811472893 49.00960141 8.440124889 115.0062866 318
32.921376944 49.00961024 8.440131268 115.0078278 319
33.021397829 49.0096182 8.440137088 115.0091171 320
33.121354818 49.00962611 8.440142906 115.0025482 321
33.231554985 49.00963475 8.440149311 114.995842 322
33.331382990 49.0096426 8.4401551 114.9852142 323
33.431430817 49.00965038 8.440160883 114.9787445 324
33.541368008 49.00965891 8.440167229 114.9700775 325
33.641456843 49.00966662 8.440173005 114.9693451 326
33.741477966 49.00967429 8.440178779 114.9668884 327
33.851397991 49.0096827 8.440185131 114.9610214 328
33.951419830 49.00969027 8.440190923 114.9520874 329
34.061401844 49.00969855 8.440197313 114.9415512 330
34.161432982 49.00970602 8.440203138 114.9320984 331
34.261584997 49.00971347 8.440208948 114.9192886 332
34.371431828 49.00972161 8.44021534 114.9046326 333
34.471446991 49.00972899 8.440221135 114.8903122 334
34.571401835 49.00973631 8.440226978 114.8812637 335
34.681432009 49.00974429 8.440233452 114.8718948 336
34.781483889 49.0097515 8.440239332 114.8655624 337
34.881453991 49.00975864 8.440245238 114.8594589 338
34.991451979 49.00976645 8.44025175 114.8555298 339
35.091445923 49.00977347 8.440257704 114.8561096 340
35.191531897 49.00978045 8.44026369 114.8572388 341
35.301642895 49.00978807 8.440270256 114.8520813 342
35.401510000 49.00979499 8.440276216 114.8443146 343
35.511489868 49.00980248 8.440282815 114.8383865 344
35.611454010 49.00980924 8.440288807 114.8323364 345
35.711572886 49.00981592 8.440294761 114.8258133 346
35.821480990 49.00982319 8.440301243 114.8176193 347
35.921489000 49.00982969 8.4403071 114.8117065 348
36.021529913 49.00983611 8.440312905 114.8111191 349
36.131512880 49.00984305 8.440319233 114.8111649 350
36.231657028 49.00984924 8.440324905 114.8086166 351
36.331466913 49.00985534 8.440330502 114.8004913 352
36.441498041 49.0098619 8.440336575 114.7970505 353
36.541507960 49.00986773 8.440341959 114.7887344 354
36.641527891 49.00987343 8.440347237 114.7826767 355
36.751617909 49.00987958 8.440352872 114.7742538 356
36.851526022 49.00988511 8.440357892 114.7660446 357
36.951532841 49.00989054 8.440362836 114.7596588 358
37.061547041 49.00989641 8.440368172 114.7540436 359
37.161543846 49.00990165 8.440372932 114.7501755 360
37.271685839 49.00990728 8.44037807 114.7428436 361
37.371534825 49.00991231 8.440382602 114.7334671 362
37.471580982 49.00991725 8.440387024 114.7235031 363
37.581568003 49.00992259 8.440391754 114.7184601 364
37.681571007 49.00992738 8.440395982 114.7135086 365
37.781626940 49.00993209 8.44040008 114.708725 366
37.891556025 49.00993716 8.440404458 114.6925888 367
37.991575003 49.00994166 8.44040832 114.681076 368
38.091603041 49.00994606 8.440412038 114.6728363 369
38.201649904 49.00995077 8.440415972 114.6667633 370
38.301692009 49.00995493 8.440419424 114.6602173 371
38.401634932 49.00995897 8.440422732 114.6522369 372
38.511611939 49.00996323 8.440426224 114.6468735 373
38.611606836 49.00996697 8.440429254 114.6412964 374
38.711866856 49.00997053 8.440432145 114.6377182 375
38.821590901 49.00997431 8.440435135 114.6272354 376
38.921597004 49.00997754 8.440437731 114.6207657 377
39.031666994 49.0099809 8.440440454 114.6141205 378
39.131661892 49.00998376 8.440442833 114.6098633 379
39.231773853 49.00998644 8.440445102 114.6057434 380
39.341639996 49.00998923 8.440447403 114.5952072 381
39.441578865 49.00999159 8.440449363 114.5890503 382
39.541635990 49.00999379 8.4404512 114.5828552 383
39.651654959 49.00999599 8.440453115 114.5804749 384
39.751709938 49.00999785 8.440454714 114.5734482 385
39.851670981 49.00999956 8.440456176 114.5670547 386
39.961642027 49.0100013 8.440457637 114.5587387 387
40.061730862 49.01000275 8.440458871 114.5526657 388
40.161705017 49.01000407 8.440460005 114.5479889 389
40.271767855 49.0100053 8.440461197 114.5359726 390
40.371721029 49.01000629 8.440462133 114.5248795 391
40.481669903 49.01000726 8.440463038 114.5120087 392
40.581712961 49.01000807 8.440463755 114.5027008 393
40.681685925 49.01000878 8.440464391 114.4911499 394
40.791731835 49.0100095 8.440465051 114.4773865 395
40.891682863 49.01001009 8.440465594 114.4635925 396
40.991734028 49.01001064 8.4404661 114.4542847 397
41.101778031 49.01001117 8.440466595 114.4437561 398
41.201794863 49.0100116 8.440467004 114.4360886 399
41.301911831 49.01001196 8.440467397 114.428688 400
41.411720991 49.01001222 8.440467856 114.4250717 401
41.511735916 49.01001238 8.440468174 114.4225082 402
41.611713886 49.01001239 8.440468425 114.4192429 403
41.721923828 49.01001236 8.440468595 114.4166946 404
41.821713925 49.01001223 8.44046865 114.4094162 405
41.931748867 49.01001205 8.440468619 114.4038467 406
42.031781912 49.01001187 8.440468611 114.3975601 407
42.131778002 49.01001176 8.440468633 114.3927994 408
42.241999865 49.01001162 8.440468658 114.3865967 409
42.341732979 49.01001151 8.440468658 114.3796844 410
42.441741943 49.0100114 8.440468661 114.3736038 411
42.551791906 49.01001131 8.440468669 114.3663406 412
42.651787996 49.01001128 8.440468677 114.358963 413
42.751843929 49.01001136 8.440468621 114.3547211 414
42.861775875 49.01001147 8.440468564 114.3558426 415
42.961781025 49.01001166 8.440468528 114.359848 416
43.061800003 49.01001177 8.440468525 114.3636551 417
43.171808958 49.01001191 8.440468525 114.3683548 418
43.271986008 49.01001199 8.440468512 114.3698578 419
43.381812811 49.01001217 8.440468486 114.3775024 420
43.481839895 49.01001226 8.44046847 114.3814621 421
43.581821919 49.01001233 8.440468453 114.3854523 422
43.681833029 49.01001249 8.440468445 114.3962479 423
43.791859865 49.01001257 8.440468429 114.4022522 424
43.891831875 49.01001269 8.440468409 114.4087143 425
44.001988888 49.01001277 8.440468388 114.4139023 426
44.101999045 49.01001292 8.440468344 114.4202881 427
44.201992035 49.01001302 8.440468321 114.4250336 428
44.311930895 49.01001312 8.440468302 114.4297791 429
44.411867857 49.01001319 8.440468286 114.4327469 430
44.511857987 49.01001324 8.440468271 114.4355698 431
44.621865988 49.01001328 8.440468272 114.4376068 432
44.722012043 49.01001332 8.440468277 114.43927 433
44.821884871 49.01001336 8.440468267 114.439682 434
44.931869030 49.01001339 8.440468254 114.4382172 435
45.031884909 49.01001342 8.440468242 114.4346161 436
45.131871939 49.01001343 8.44046822 114.4312286 437
45.242024899 49.01001343 8.44046818 114.4266434 438
45.341900826 49.01001343 8.440468176 114.4252548 439
45.441895008 49.01001343 8.440468174 114.4230652 440
45.551862002 49.0100134 8.440468167 114.4182205 441
45.651852846 49.01001339 8.440468157 114.4153824 442
45.761899948 49.01001335 8.440468145 114.4105148 443
45.861836910 49.01001334 8.440468121 114.409729 444
45.961839914 49.01001334 8.440468095 114.4088058 445
46.071877003 49.01001331 8.440468085 114.406105 446
46.171860933 49.01001329 8.440468073 114.4039154 447
